100307	2
100408	1
100610	1
101915	2
102311	2
102816	2
103414	2
103515	2
103818	2
104416	2
105115	1
105216	1
105923	2
106016	2
106319	1
108323	2
109123	1
110411	1
111009	2
111312	2
111514	1
111716	2
113619	2
114823	2
114924	1
115017	2
115320	2
115825	1
116726	1
117122	2
117324	2
118225	1
118730	1
118932	1
120111	2
120212	2
122317	1
123117	1
124422	2
125525	2
126325	2
126426	2
127933	1
128632	2
128935	1
129028	1
130013	1
130114	1
130316	2
130518	2
130922	2
131217	2
131722	2
131924	1
132118	2
133625	1
133827	1
133928	1
134324	1
134627	1
134829	2
135124	2
135932	2
136833	1
137128	2
138231	2
138534	1
139637	2
140117	2
140824	1
142828	1
143325	2
144226	2
145834	2
146129	1
146432	1
146735	2
146937	2
148032	2
148133	2
148335	2
149337	1
149539	1
151223	2
151526	1
151627	2
153025	2
153429	1
154431	2
155938	1
156334	2
156637	1
157336	2
158035	2
158136	1
158540	1
159239	2
159340	1
160123	1
161731	2
162329	2
162733	2
162935	1
163129	1
163432	2
164131	1
164636	1
165436	1
165840	1
167036	2
167440	2
167743	2
169040	1
169343	2
169444	2
171633	1
172130	1
172332	2
173334	1
175237	2
175439	2
176542	2
177140	2
177645	2
177746	2
178142	2
178243	1
178647	2
178950	1
180533	2
181232	2
181636	2
182436	2
182739	2
182840	1
185139	2
185442	1
187345	2
188347	2
189450	1
190031	2
191033	2
191336	1
191437	2
191841	2
192439	2
192540	2
192641	2
193239	2
193845	1
194140	2
195041	2
195647	2
196144	2
196750	2
197348	2
197550	2
198451	1
198653	1
199150	2
199251	2
199655	1
200311	1
200614	2
201111	1
201414	2
201515	1
203418	1
204521	2
205119	1
205220	2
205725	2
205826	1
208226	2
209228	2
209935	1
210617	2
211417	1
211720	1
212318	2
212419	2
214019	2
214221	2
214423	1
214524	1
217126	1
217429	2
221319	2
224022	2
233326	1
239136	2
239944	2
245333	2
246133	2
249947	2
250427	2
251833	1
255639	2
257845	1
263436	2
280739	2
283543	1
293748	2
298051	2
304020	1
307127	2
318637	1
320826	2
329440	1
330324	1
346137	1
352738	1
360030	2
365343	2
366446	1
371843	2
380036	1
381038	2
385046	1
389357	2
390645	2
393247	2
395756	2
397760	1
401422	2
406836	2
412528	2
414229	1
429040	2
436845	2
448347	1
463040	2
467351	1
485757	2
497865	1
499566	2
525541	2
530635	1
536647	2
541943	2
545345	1
547046	2
552241	1
552544	2
559053	2
561242	2
562345	2
570243	2
572045	2
573249	1
579665	2
581349	1
581450	1
585256	2
585862	2
586460	2
598568	1
601127	1
617748	2
627549	2
638049	2
645551	2
654552	2
654754	2
665254	2
671855	1
672756	1
677968	2
680957	2
685058	1
690152	1
702133	2
704238	1
705341	1
706040	2
713239	2
715647	2
724446	1
725751	1
727654	2
729557	2
732243	2
734045	1
748258	2
749361	2
751348	1
753251	1
756055	1
757764	2
761957	2
765056	1
765864	2
770352	2
771354	2
782561	2
783462	1
788876	2
789373	1
792564	2
814649	1
818859	1
825048	2
826353	2
833249	2
856766	2
857263	1
859671	2
861456	2
865363	1
871762	1
871964	1
872158	2
872764	2
877168	2
878776	1
878877	1
885975	2
887373	2
889579	1
894673	2
896778	2
896879	1
898176	1
899885	2
901139	2
901442	2
904044	2
905147	2
910241	1
917255	1
926862	1
927359	1
932554	1
937160	1
942658	1
943862	1
951457	2
958976	1
959574	2
966975	1
971160	1
978578	2
984472	2
